state_code,state_name,county_code,county_name,Date,Weather
1,Alabama,73,Jefferson,29-11-2021,Clear
1,Alabama,73,Jefferson,30-12-2021,Clear
1,Alabama,73,Jefferson,01-12-2021,Clear
1,Alabama,73,Jefferson,02-12-2021,Clear
1,Alabama,73,Jefferson,03-12-2021,Clouds
1,Alabama,73,Jefferson,04-12-2021,Clouds
1,Alabama,73,Jefferson,05-12-2021,Rain
1,Alabama,73,Jefferson,06-12-2021,Rain
2,Alaska,20,Anchorage ,29-11-2021,Clouds
2,Alaska,20,Anchorage ,30-12-2021,Snow
2,Alaska,20,Anchorage ,01-12-2021,Snow
2,Alaska,20,Anchorage ,02-12-2021,Clouds
2,Alaska,20,Anchorage ,03-12-2021,Clouds
2,Alaska,20,Anchorage ,04-12-2021,Clouds
2,Alaska,20,Anchorage ,05-12-2021,Snow
2,Alaska,20,Anchorage ,06-12-2021,Snow
2,Alaska,90,Fairbanks North Star ,29-11-2021,Clouds
2,Alaska,90,Fairbanks North Star ,30-12-2021,Clouds
2,Alaska,90,Fairbanks North Star ,01-12-2021,Clouds
2,Alaska,90,Fairbanks North Star ,02-12-2021,Clouds
2,Alaska,90,Fairbanks North Star ,03-12-2021,Clear
2,Alaska,90,Fairbanks North Star ,04-12-2021,Clouds
2,Alaska,90,Fairbanks North Star ,05-12-2021,Snow
2,Alaska,90,Fairbanks North Star ,06-12-2021,Snow
4,Arizona,13,Maricopa,29-11-2021,Clear
4,Arizona,13,Maricopa,30-12-2021,Clouds
4,Arizona,13,Maricopa,01-12-2021,Clear
4,Arizona,13,Maricopa,02-12-2021,Clouds
4,Arizona,13,Maricopa,03-12-2021,Clear
4,Arizona,13,Maricopa,04-12-2021,Clouds
4,Arizona,13,Maricopa,05-12-2021,Clear
4,Arizona,13,Maricopa,06-12-2021,Clear
4,Arizona,13,Maricopa,06-12-2021,Clouds
4,Arizona,19,Pima,29-11-2021,Clear
4,Arizona,19,Pima,30-12-2021,Clear
4,Arizona,19,Pima,01-12-2021,Clouds
4,Arizona,19,Pima,02-12-2021,Clear
4,Arizona,19,Pima,03-12-2021,Clear
4,Arizona,19,Pima,04-12-2021,Clouds
4,Arizona,19,Pima,05-12-2021,Clear
4,Arizona,19,Pima,06-12-2021,Clear
4,Arizona,19,Pima,30-12-2021,Clouds
5,Arkansas,119,Pulaski,29-11-2021,Clear
5,Arkansas,119,Pulaski,30-12-2021,Clear
5,Arkansas,119,Pulaski,01-12-2021,Clouds
5,Arkansas,119,Pulaski,02-12-2021,Clear
5,Arkansas,119,Pulaski,03-12-2021,Clouds
5,Arkansas,119,Pulaski,04-12-2021,Rain
5,Arkansas,119,Pulaski,05-12-2021,Rain
5,Arkansas,119,Pulaski,06-12-2021,Clear
6,California,1,Alameda,29-11-2021,Clear
6,California,1,Alameda,30-12-2021,Clear
6,California,1,Alameda,01-12-2021,Clear
6,California,1,Alameda,02-12-2021,Clear
6,California,1,Alameda,03-12-2021,Clear
6,California,1,Alameda,04-12-2021,Clear
6,California,1,Alameda,05-12-2021,Clouds
6,California,1,Alameda,06-12-2021,Clouds
6,California,7,Butte,29-11-2021,Clear
6,California,7,Butte,30-12-2021,Clear
6,California,7,Butte,01-12-2021,Clear
6,California,7,Butte,02-12-2021,Clouds
6,California,7,Butte,03-12-2021,Clear
6,California,7,Butte,04-12-2021,Clear
6,California,7,Butte,05-12-2021,Clouds
6,California,7,Butte,06-12-2021,Clouds
6,California,13,Contra Costa,29-11-2021,Clear
6,California,13,Contra Costa,30-12-2021,Clear
6,California,13,Contra Costa,01-12-2021,Clear
6,California,13,Contra Costa,02-12-2021,Clear
6,California,13,Contra Costa,03-12-2021,Clear
6,California,13,Contra Costa,04-12-2021,Clear
6,California,13,Contra Costa,05-12-2021,Clouds
6,California,13,Contra Costa,06-12-2021,Clouds
6,California,19,Fresno,29-11-2021,Clear
6,California,19,Fresno,30-12-2021,Clear
6,California,19,Fresno,01-12-2021,Clear
6,California,19,Fresno,02-12-2021,Clear
6,California,19,Fresno,03-12-2021,Clouds
6,California,19,Fresno,04-12-2021,Clear
6,California,19,Fresno,05-12-2021,Clouds
6,California,19,Fresno,06-12-2021,Clouds
6,California,23,Humboldt,29-11-2021,Clouds
6,California,23,Humboldt,30-12-2021,Clear
6,California,23,Humboldt,01-12-2021,Clear
6,California,23,Humboldt,02-12-2021,Clear
6,California,23,Humboldt,03-12-2021,Clouds
6,California,23,Humboldt,04-12-2021,Clouds
6,California,23,Humboldt,05-12-2021,Rain
6,California,23,Humboldt,06-12-2021,Rain
6,California,25,Imperial,29-11-2021,Clear
6,California,25,Imperial,30-12-2021,Clear
6,California,25,Imperial,01-12-2021,Clear
6,California,25,Imperial,02-12-2021,Clouds
6,California,25,Imperial,03-12-2021,Clear
6,California,25,Imperial,04-12-2021,Clouds
6,California,25,Imperial,05-12-2021,Clear
6,California,25,Imperial,06-12-2021,Clouds
6,California,29,Kern,29-11-2021,Clear
6,California,29,Kern,30-12-2021,Clear
6,California,29,Kern,01-12-2021,Clear
6,California,29,Kern,02-12-2021,Clouds
6,California,29,Kern,03-12-2021,Clouds
6,California,29,Kern,04-12-2021,Clear
6,California,29,Kern,05-12-2021,Clear
6,California,29,Kern,06-12-2021,Clouds
6,California,37,Los Angeles,29-11-2021,Clear
6,California,37,Los Angeles,30-12-2021,Clear
6,California,37,Los Angeles,01-12-2021,Clear
6,California,37,Los Angeles,02-12-2021,Clouds
6,California,37,Los Angeles,03-12-2021,Clear
6,California,37,Los Angeles,04-12-2021,Clear
6,California,37,Los Angeles,05-12-2021,Clear
6,California,37,Los Angeles,06-12-2021,Clouds
6,California,41,Marin,29-11-2021,Clear
6,California,41,Marin,30-12-2021,Clear
6,California,41,Marin,01-12-2021,Clear
6,California,41,Marin,02-12-2021,Clear
6,California,41,Marin,03-12-2021,Clear
6,California,41,Marin,04-12-2021,Clear
6,California,41,Marin,05-12-2021,Clouds
6,California,41,Marin,06-12-2021,Clouds
6,California,53,Monterey,29-11-2021,Clear
6,California,53,Monterey,30-12-2021,Clear
6,California,53,Monterey,01-12-2021,Clear
6,California,53,Monterey,02-12-2021,Clear
6,California,53,Monterey,03-12-2021,Clear
6,California,53,Monterey,04-12-2021,Clear
6,California,53,Monterey,05-12-2021,Clouds
6,California,53,Monterey,06-12-2021,Clouds
6,California,55,Napa,29-11-2021,Clear
6,California,55,Napa,30-12-2021,Clear
6,California,55,Napa,01-12-2021,Clear
6,California,55,Napa,02-12-2021,Clear
6,California,55,Napa,03-12-2021,Clear
6,California,55,Napa,04-12-2021,Clear
6,California,55,Napa,05-12-2021,Clear
6,California,55,Napa,06-12-2021,Clouds
6,California,59,Orange,29-11-2021,Clear
6,California,59,Orange,30-12-2021,Clear
6,California,59,Orange,01-12-2021,Clear
6,California,59,Orange,02-12-2021,Clouds
6,California,59,Orange,03-12-2021,Clear
6,California,59,Orange,04-12-2021,Clear
6,California,59,Orange,05-12-2021,Clear
6,California,59,Orange,06-12-2021,Clouds
6,California,65,Riverside,29-11-2021,Clear
6,California,65,Riverside,30-12-2021,Clear
6,California,65,Riverside,01-12-2021,Clear
6,California,65,Riverside,02-12-2021,Clouds
6,California,65,Riverside,03-12-2021,Clear
6,California,65,Riverside,04-12-2021,Clear
6,California,65,Riverside,05-12-2021,Clear
6,California,65,Riverside,06-12-2021,Clouds
6,California,67,Sacramento,29-11-2021,Clear
6,California,67,Sacramento,30-12-2021,Clear
6,California,67,Sacramento,01-12-2021,Clear
6,California,67,Sacramento,02-12-2021,Clear
6,California,67,Sacramento,03-12-2021,Clear
6,California,67,Sacramento,04-12-2021,Clear
6,California,67,Sacramento,05-12-2021,Clouds
6,California,67,Sacramento,06-12-2021,Clouds
6,California,71,San Bernardino,29-11-2021,Clear
6,California,71,San Bernardino,30-12-2021,Clear
6,California,71,San Bernardino,01-12-2021,Clear
6,California,71,San Bernardino,02-12-2021,Clouds
6,California,71,San Bernardino,03-12-2021,Clear
6,California,71,San Bernardino,04-12-2021,Clear
6,California,71,San Bernardino,05-12-2021,Clear
6,California,71,San Bernardino,06-12-2021,Clouds
6,California,73,San Diego,29-11-2021,Clear
6,California,73,San Diego,30-12-2021,Clear
6,California,73,San Diego,01-12-2021,Clear
6,California,73,San Diego,02-12-2021,Clouds
6,California,73,San Diego,03-12-2021,Clear
6,California,73,San Diego,04-12-2021,Clouds
6,California,73,San Diego,05-12-2021,Clear
6,California,73,San Diego,06-12-2021,Clouds
6,California,73,San Diego,04-12-2021,Clear
6,California,75,San Francisco,29-11-2021,Clear
6,California,75,San Francisco,30-12-2021,Clear
6,California,75,San Francisco,01-12-2021,Clear
6,California,75,San Francisco,02-12-2021,Clear
6,California,75,San Francisco,03-12-2021,Clear
6,California,75,San Francisco,04-12-2021,Clear
6,California,75,San Francisco,05-12-2021,Clouds
6,California,75,San Francisco,06-12-2021,Clouds
6,California,77,San Joaquin,29-11-2021,Clear
6,California,77,San Joaquin,30-12-2021,Clear
6,California,77,San Joaquin,01-12-2021,Clear
6,California,77,San Joaquin,02-12-2021,Clear
6,California,77,San Joaquin,03-12-2021,Clear
6,California,77,San Joaquin,04-12-2021,Clear
6,California,77,San Joaquin,05-12-2021,Clouds
6,California,77,San Joaquin,06-12-2021,Clouds
6,California,81,San Mateo,29-11-2021,Clear
6,California,81,San Mateo,30-12-2021,Clear
6,California,81,San Mateo,01-12-2021,Clear
6,California,81,San Mateo,02-12-2021,Clear
6,California,81,San Mateo,03-12-2021,Clear
6,California,81,San Mateo,04-12-2021,Clear
6,California,81,San Mateo,05-12-2021,Clouds
6,California,81,San Mateo,06-12-2021,Rain
6,California,83,Santa Barbara,29-11-2021,Clear
6,California,83,Santa Barbara,30-12-2021,Clear
6,California,83,Santa Barbara,01-12-2021,Clear
6,California,83,Santa Barbara,02-12-2021,Clouds
6,California,83,Santa Barbara,03-12-2021,Clouds
6,California,83,Santa Barbara,04-12-2021,Clear
6,California,83,Santa Barbara,05-12-2021,Clear
6,California,83,Santa Barbara,06-12-2021,Clouds
6,California,83,Santa Barbara,05-12-2021,Clouds
6,California,85,Santa Clara,29-11-2021,Clear
6,California,85,Santa Clara,30-12-2021,Clear
6,California,85,Santa Clara,01-12-2021,Clear
6,California,85,Santa Clara,02-12-2021,Clear
6,California,85,Santa Clara,03-12-2021,Clear
6,California,85,Santa Clara,04-12-2021,Clear
6,California,85,Santa Clara,05-12-2021,Clouds
6,California,85,Santa Clara,06-12-2021,Clouds
6,California,87,Santa Cruz,29-11-2021,Clear
6,California,87,Santa Cruz,30-12-2021,Clear
6,California,87,Santa Cruz,01-12-2021,Clear
6,California,87,Santa Cruz,02-12-2021,Clear
6,California,87,Santa Cruz,03-12-2021,Clear
6,California,87,Santa Cruz,04-12-2021,Clear
6,California,87,Santa Cruz,05-12-2021,Clouds
6,California,87,Santa Cruz,06-12-2021,Rain
6,California,95,Solano,29-11-2021,Clear
6,California,95,Solano,30-12-2021,Clear
6,California,95,Solano,01-12-2021,Clear
6,California,95,Solano,02-12-2021,Clear
6,California,95,Solano,03-12-2021,Clear
6,California,95,Solano,04-12-2021,Clear
6,California,95,Solano,05-12-2021,Clouds
6,California,95,Solano,06-12-2021,Clouds
6,California,97,Sonoma,29-11-2021,Clear
6,California,97,Sonoma,30-12-2021,Clear
6,California,97,Sonoma,01-12-2021,Clear
6,California,97,Sonoma,02-12-2021,Clear
6,California,97,Sonoma,03-12-2021,Clear
6,California,97,Sonoma,04-12-2021,Clear
6,California,97,Sonoma,05-12-2021,Clear
6,California,97,Sonoma,06-12-2021,Clouds
6,California,99,Stanislaus,29-11-2021,Clear
6,California,99,Stanislaus,30-12-2021,Clear
6,California,99,Stanislaus,01-12-2021,Clear
6,California,99,Stanislaus,02-12-2021,Clear
6,California,99,Stanislaus,03-12-2021,Clear
6,California,99,Stanislaus,04-12-2021,Clear
6,California,99,Stanislaus,05-12-2021,Clouds
6,California,99,Stanislaus,06-12-2021,Clouds
6,California,99,Stanislaus,03-12-2021,Clouds
8,Colorado,1,Adams,29-11-2021,Clear
8,Colorado,1,Adams,30-12-2021,Clear
8,Colorado,1,Adams,01-12-2021,Clear
8,Colorado,1,Adams,02-12-2021,Clear
8,Colorado,1,Adams,03-12-2021,Clear
8,Colorado,1,Adams,04-12-2021,Clouds
8,Colorado,1,Adams,05-12-2021,Clear
8,Colorado,1,Adams,06-12-2021,Snow
8,Colorado,13,Boulder,29-11-2021,Clear
8,Colorado,13,Boulder,30-12-2021,Clear
8,Colorado,13,Boulder,01-12-2021,Clear
8,Colorado,13,Boulder,02-12-2021,Clear
8,Colorado,13,Boulder,03-12-2021,Clear
8,Colorado,13,Boulder,04-12-2021,Clouds
8,Colorado,13,Boulder,05-12-2021,Clouds
8,Colorado,13,Boulder,06-12-2021,Snow
8,Colorado,31,Denver,29-11-2021,Clear
8,Colorado,31,Denver,30-12-2021,Clear
8,Colorado,31,Denver,01-12-2021,Clear
8,Colorado,31,Denver,02-12-2021,Clear
8,Colorado,31,Denver,03-12-2021,Clear
8,Colorado,31,Denver,04-12-2021,Clouds
8,Colorado,31,Denver,05-12-2021,Clear
8,Colorado,31,Denver,06-12-2021,Snow
8,Colorado,41,El Paso,29-11-2021,Clear
8,Colorado,41,El Paso,30-12-2021,Clear
8,Colorado,41,El Paso,01-12-2021,Clear
8,Colorado,41,El Paso,02-12-2021,Clear
8,Colorado,41,El Paso,03-12-2021,Clear
8,Colorado,41,El Paso,04-12-2021,Clear
8,Colorado,41,El Paso,05-12-2021,Clouds
8,Colorado,41,El Paso,06-12-2021,Snow
8,Colorado,67,La Plata,29-11-2021,Clear
8,Colorado,67,La Plata,30-12-2021,Clouds
8,Colorado,67,La Plata,01-12-2021,Clouds
8,Colorado,67,La Plata,02-12-2021,Clear
8,Colorado,67,La Plata,03-12-2021,Clouds
8,Colorado,67,La Plata,04-12-2021,Clear
8,Colorado,67,La Plata,05-12-2021,Clear
8,Colorado,67,La Plata,06-12-2021,Snow
8,Colorado,69,Larimer,29-11-2021,Clouds
8,Colorado,69,Larimer,30-12-2021,Clouds
8,Colorado,69,Larimer,01-12-2021,Clouds
8,Colorado,69,Larimer,02-12-2021,Clouds
8,Colorado,69,Larimer,03-12-2021,Clear
8,Colorado,69,Larimer,04-12-2021,Clouds
8,Colorado,69,Larimer,05-12-2021,Clouds
8,Colorado,69,Larimer,06-12-2021,Rain
8,Colorado,77,Mesa,29-11-2021,Clear
8,Colorado,77,Mesa,30-12-2021,Clear
8,Colorado,77,Mesa,01-12-2021,Clear
8,Colorado,77,Mesa,02-12-2021,Clear
8,Colorado,77,Mesa,03-12-2021,Clouds
8,Colorado,77,Mesa,04-12-2021,Clear
8,Colorado,77,Mesa,05-12-2021,Clear
8,Colorado,77,Mesa,06-12-2021,Rain
8,Colorado,123,Weld,29-11-2021,Clear
8,Colorado,123,Weld,30-12-2021,Clear
8,Colorado,123,Weld,01-12-2021,Clouds
8,Colorado,123,Weld,02-12-2021,Clear
8,Colorado,123,Weld,03-12-2021,Clear
8,Colorado,123,Weld,04-12-2021,Clouds
8,Colorado,123,Weld,05-12-2021,Clouds
8,Colorado,123,Weld,06-12-2021,Clouds
9,Connecticut,1,Fairfield,29-11-2021,Clouds
9,Connecticut,1,Fairfield,30-12-2021,Clouds
9,Connecticut,1,Fairfield,01-12-2021,Rain
9,Connecticut,1,Fairfield,02-12-2021,Rain
9,Connecticut,1,Fairfield,03-12-2021,Rain
9,Connecticut,1,Fairfield,04-12-2021,Clouds
9,Connecticut,1,Fairfield,05-12-2021,Rain
9,Connecticut,1,Fairfield,06-12-2021,Rain
9,Connecticut,3,Hartford,29-11-2021,Clouds
9,Connecticut,3,Hartford,30-12-2021,Clouds
9,Connecticut,3,Hartford,01-12-2021,Rain
9,Connecticut,3,Hartford,02-12-2021,Rain
9,Connecticut,3,Hartford,03-12-2021,Rain
9,Connecticut,3,Hartford,04-12-2021,Clear
9,Connecticut,3,Hartford,05-12-2021,Snow
9,Connecticut,3,Hartford,06-12-2021,Rain
9,Connecticut,5,Litchfield,29-11-2021,Clouds
9,Connecticut,5,Litchfield,30-12-2021,Clouds
9,Connecticut,5,Litchfield,01-12-2021,Rain
9,Connecticut,5,Litchfield,02-12-2021,Rain
9,Connecticut,5,Litchfield,03-12-2021,Rain
9,Connecticut,5,Litchfield,04-12-2021,Clouds
9,Connecticut,5,Litchfield,05-12-2021,Snow
9,Connecticut,5,Litchfield,06-12-2021,Snow
9,Connecticut,9,New Haven,29-11-2021,Clouds
9,Connecticut,9,New Haven,30-12-2021,Clouds
9,Connecticut,9,New Haven,01-12-2021,Rain
9,Connecticut,9,New Haven,02-12-2021,Rain
9,Connecticut,9,New Haven,03-12-2021,Rain
9,Connecticut,9,New Haven,04-12-2021,Clouds
9,Connecticut,9,New Haven,05-12-2021,Rain
9,Connecticut,9,New Haven,06-12-2021,Rain
10,Delaware,3,New Castle,29-11-2021,Clear
10,Delaware,3,New Castle,30-12-2021,Clouds
10,Delaware,3,New Castle,01-12-2021,Rain
10,Delaware,3,New Castle,02-12-2021,Rain
10,Delaware,3,New Castle,03-12-2021,Clouds
10,Delaware,3,New Castle,04-12-2021,Clouds
10,Delaware,3,New Castle,05-12-2021,Rain
10,Delaware,3,New Castle,06-12-2021,Rain
11,District Of Columbia,1,District of Columbia,29-11-2021,Clear
11,District Of Columbia,1,District of Columbia,30-12-2021,Clouds
11,District Of Columbia,1,District of Columbia,01-12-2021,Clouds
11,District Of Columbia,1,District of Columbia,02-12-2021,Clouds
11,District Of Columbia,1,District of Columbia,03-12-2021,Clear
11,District Of Columbia,1,District of Columbia,04-12-2021,Clouds
11,District Of Columbia,1,District of Columbia,05-12-2021,Rain
11,District Of Columbia,1,District of Columbia,06-12-2021,Rain
12,Florida,11,Broward,29-11-2021,Clouds
12,Florida,11,Broward,30-12-2021,Clear
12,Florida,11,Broward,01-12-2021,Clear
12,Florida,11,Broward,02-12-2021,Clear
12,Florida,11,Broward,03-12-2021,Clouds
12,Florida,11,Broward,04-12-2021,Rain
12,Florida,11,Broward,05-12-2021,Rain
12,Florida,11,Broward,06-12-2021,Rain
12,Florida,31,Duval,29-11-2021,Clear
12,Florida,31,Duval,30-12-2021,Clear
12,Florida,31,Duval,01-12-2021,Clouds
12,Florida,31,Duval,02-12-2021,Clear
12,Florida,31,Duval,03-12-2021,Clouds
12,Florida,31,Duval,04-12-2021,Clouds
12,Florida,31,Duval,05-12-2021,Clear
12,Florida,31,Duval,06-12-2021,Clouds
12,Florida,57,Hillsborough,29-11-2021,Clear
12,Florida,57,Hillsborough,30-12-2021,Clear
12,Florida,57,Hillsborough,01-12-2021,Clouds
12,Florida,57,Hillsborough,02-12-2021,Clear
12,Florida,57,Hillsborough,03-12-2021,Clouds
12,Florida,57,Hillsborough,04-12-2021,Clear
12,Florida,57,Hillsborough,05-12-2021,Clouds
12,Florida,57,Hillsborough,06-12-2021,Clouds
12,Florida,86,Miami-Dade,29-11-2021,Clouds
12,Florida,86,Miami-Dade,30-12-2021,Clear
12,Florida,86,Miami-Dade,01-12-2021,Clouds
12,Florida,86,Miami-Dade,02-12-2021,Clear
12,Florida,86,Miami-Dade,03-12-2021,Clear
12,Florida,86,Miami-Dade,04-12-2021,Rain
12,Florida,86,Miami-Dade,05-12-2021,Rain
12,Florida,86,Miami-Dade,06-12-2021,Clear
12,Florida,86,Miami-Dade,03-12-2021,Clouds
12,Florida,86,Miami-Dade,06-12-2021,Clouds
12,Florida,95,Orange,29-11-2021,Clear
12,Florida,95,Orange,30-12-2021,Clear
12,Florida,95,Orange,01-12-2021,Clouds
12,Florida,95,Orange,02-12-2021,Clear
12,Florida,95,Orange,03-12-2021,Clouds
12,Florida,95,Orange,04-12-2021,Clear
12,Florida,95,Orange,05-12-2021,Rain
12,Florida,95,Orange,06-12-2021,Clouds
12,Florida,103,Pinellas,29-11-2021,Clouds
12,Florida,103,Pinellas,30-12-2021,Clear
12,Florida,103,Pinellas,01-12-2021,Clouds
12,Florida,103,Pinellas,02-12-2021,Clear
12,Florida,103,Pinellas,03-12-2021,Clouds
12,Florida,103,Pinellas,04-12-2021,Clear
12,Florida,103,Pinellas,05-12-2021,Clear
12,Florida,103,Pinellas,06-12-2021,Clouds
13,Georgia,89,DeKalb,29-11-2021,Clouds
13,Georgia,89,DeKalb,30-12-2021,Clear
13,Georgia,89,DeKalb,01-12-2021,Clear
13,Georgia,89,DeKalb,02-12-2021,Clear
13,Georgia,89,DeKalb,03-12-2021,Clouds
13,Georgia,89,DeKalb,04-12-2021,Clouds
13,Georgia,89,DeKalb,05-12-2021,Clouds
13,Georgia,89,DeKalb,06-12-2021,Rain
13,Georgia,121,Fulton,29-11-2021,Clouds
13,Georgia,121,Fulton,30-12-2021,Clear
13,Georgia,121,Fulton,01-12-2021,Clear
13,Georgia,121,Fulton,02-12-2021,Clear
13,Georgia,121,Fulton,03-12-2021,Clouds
13,Georgia,121,Fulton,04-12-2021,Clouds
13,Georgia,121,Fulton,05-12-2021,Clouds
13,Georgia,121,Fulton,06-12-2021,Rain
13,Georgia,223,Paulding,29-11-2021,Clouds
13,Georgia,223,Paulding,30-12-2021,Clear
13,Georgia,223,Paulding,01-12-2021,Clear
13,Georgia,223,Paulding,02-12-2021,Clear
13,Georgia,223,Paulding,03-12-2021,Clouds
13,Georgia,223,Paulding,04-12-2021,Clouds
13,Georgia,223,Paulding,05-12-2021,Rain
13,Georgia,223,Paulding,06-12-2021,Rain
15,Hawaii,3,Honolulu,29-11-2021,Rain
15,Hawaii,3,Honolulu,30-12-2021,Rain
15,Hawaii,3,Honolulu,01-12-2021,Rain
15,Hawaii,3,Honolulu,02-12-2021,Rain
15,Hawaii,3,Honolulu,03-12-2021,Rain
15,Hawaii,3,Honolulu,04-12-2021,Rain
15,Hawaii,3,Honolulu,05-12-2021,Rain
15,Hawaii,3,Honolulu,06-12-2021,Rain
16,Idaho,1,Ada,29-11-2021,Clouds
16,Idaho,1,Ada,30-12-2021,Clouds
16,Idaho,1,Ada,01-12-2021,Clouds
16,Idaho,1,Ada,02-12-2021,Clear
16,Idaho,1,Ada,03-12-2021,Clouds
16,Idaho,1,Ada,04-12-2021,Clouds
16,Idaho,1,Ada,05-12-2021,Rain
16,Idaho,1,Ada,06-12-2021,Snow
17,Illinois,31,Cook,29-11-2021,Snow
17,Illinois,31,Cook,30-12-2021,Clouds
17,Illinois,31,Cook,01-12-2021,Rain
17,Illinois,31,Cook,02-12-2021,Clouds
17,Illinois,31,Cook,03-12-2021,Clouds
17,Illinois,31,Cook,04-12-2021,Clouds
17,Illinois,31,Cook,05-12-2021,Snow
17,Illinois,31,Cook,06-12-2021,Snow
17,Illinois,143,Peoria,29-11-2021,Clouds
17,Illinois,143,Peoria,30-12-2021,Clouds
17,Illinois,143,Peoria,01-12-2021,Rain
17,Illinois,143,Peoria,02-12-2021,Clouds
17,Illinois,143,Peoria,03-12-2021,Clear
17,Illinois,143,Peoria,04-12-2021,Clouds
17,Illinois,143,Peoria,05-12-2021,Rain
17,Illinois,143,Peoria,06-12-2021,Snow
17,Illinois,163,Saint Clair,29-11-2021,Clouds
17,Illinois,163,Saint Clair,30-12-2021,Clouds
17,Illinois,163,Saint Clair,01-12-2021,Clouds
17,Illinois,163,Saint Clair,02-12-2021,Clouds
17,Illinois,163,Saint Clair,03-12-2021,Rain
17,Illinois,163,Saint Clair,04-12-2021,Rain
17,Illinois,163,Saint Clair,05-12-2021,Rain
17,Illinois,163,Saint Clair,06-12-2021,Clouds
17,Illinois,167,Sangamon,29-11-2021,Clouds
17,Illinois,167,Sangamon,30-12-2021,Clouds
17,Illinois,167,Sangamon,01-12-2021,Rain
17,Illinois,167,Sangamon,02-12-2021,Clouds
17,Illinois,167,Sangamon,03-12-2021,Clear
17,Illinois,167,Sangamon,04-12-2021,Clouds
17,Illinois,167,Sangamon,05-12-2021,Rain
17,Illinois,167,Sangamon,06-12-2021,Clouds
17,Illinois,201,Winnebago,29-11-2021,Snow
17,Illinois,201,Winnebago,30-12-2021,Clouds
17,Illinois,201,Winnebago,01-12-2021,Rain
17,Illinois,201,Winnebago,02-12-2021,Clouds
17,Illinois,201,Winnebago,03-12-2021,Clouds
17,Illinois,201,Winnebago,04-12-2021,Clouds
17,Illinois,201,Winnebago,05-12-2021,Snow
17,Illinois,201,Winnebago,06-12-2021,Snow
18,Indiana,3,Allen,29-11-2021,Snow
18,Indiana,3,Allen,30-12-2021,Clouds
18,Indiana,3,Allen,01-12-2021,Rain
18,Indiana,3,Allen,02-12-2021,Clouds
18,Indiana,3,Allen,03-12-2021,Clouds
18,Indiana,3,Allen,04-12-2021,Clouds
18,Indiana,3,Allen,05-12-2021,Rain
18,Indiana,3,Allen,06-12-2021,Snow
18,Indiana,89,Lake,29-11-2021,Snow
18,Indiana,89,Lake,30-12-2021,Clouds
18,Indiana,89,Lake,01-12-2021,Rain
18,Indiana,89,Lake,02-12-2021,Clouds
18,Indiana,89,Lake,03-12-2021,Clouds
18,Indiana,89,Lake,04-12-2021,Clouds
18,Indiana,89,Lake,05-12-2021,Snow
18,Indiana,89,Lake,06-12-2021,Snow
18,Indiana,97,Marion,29-11-2021,Clouds
18,Indiana,97,Marion,30-12-2021,Clouds
18,Indiana,97,Marion,01-12-2021,Rain
18,Indiana,97,Marion,02-12-2021,Clouds
18,Indiana,97,Marion,03-12-2021,Clear
18,Indiana,97,Marion,04-12-2021,Clouds
18,Indiana,97,Marion,05-12-2021,Rain
18,Indiana,97,Marion,06-12-2021,Rain
19,Iowa,113,Linn,29-11-2021,Clouds
19,Iowa,113,Linn,30-12-2021,Clouds
19,Iowa,113,Linn,01-12-2021,Rain
19,Iowa,113,Linn,02-12-2021,Clouds
19,Iowa,113,Linn,03-12-2021,Clear
19,Iowa,113,Linn,04-12-2021,Clouds
19,Iowa,113,Linn,05-12-2021,Snow
19,Iowa,113,Linn,06-12-2021,Snow
19,Iowa,153,Polk,29-11-2021,Clouds
19,Iowa,153,Polk,30-12-2021,Clouds
19,Iowa,153,Polk,01-12-2021,Rain
19,Iowa,153,Polk,02-12-2021,Clouds
19,Iowa,153,Polk,03-12-2021,Clear
19,Iowa,153,Polk,04-12-2021,Clouds
19,Iowa,153,Polk,05-12-2021,Snow
19,Iowa,153,Polk,06-12-2021,Clouds
19,Iowa,163,Scott,29-11-2021,Clouds
19,Iowa,163,Scott,30-12-2021,Clouds
19,Iowa,163,Scott,01-12-2021,Rain
19,Iowa,163,Scott,02-12-2021,Clouds
19,Iowa,163,Scott,03-12-2021,Clear
19,Iowa,163,Scott,04-12-2021,Clouds
19,Iowa,163,Scott,05-12-2021,Snow
19,Iowa,163,Scott,06-12-2021,Snow
20,Kansas,173,Sedgwick,29-11-2021,Clear
20,Kansas,173,Sedgwick,30-12-2021,Clouds
20,Kansas,173,Sedgwick,01-12-2021,Clouds
20,Kansas,173,Sedgwick,02-12-2021,Clear
20,Kansas,173,Sedgwick,03-12-2021,Rain
20,Kansas,173,Sedgwick,04-12-2021,Rain
20,Kansas,173,Sedgwick,05-12-2021,Clouds
20,Kansas,173,Sedgwick,06-12-2021,Clouds
20,Kansas,209,Wyandotte,29-11-2021,Clear
20,Kansas,209,Wyandotte,30-12-2021,Clouds
20,Kansas,209,Wyandotte,01-12-2021,Clear
20,Kansas,209,Wyandotte,02-12-2021,Clouds
20,Kansas,209,Wyandotte,03-12-2021,Clouds
20,Kansas,209,Wyandotte,04-12-2021,Clouds
20,Kansas,209,Wyandotte,05-12-2021,Clouds
20,Kansas,209,Wyandotte,06-12-2021,Clouds
21,Kentucky,61,Edmonson,29-11-2021,Clouds
21,Kentucky,61,Edmonson,30-12-2021,Clear
21,Kentucky,61,Edmonson,01-12-2021,Rain
